poll_id,pollster,numeric_grade,pollscore,methodology,state,start_date,end_date,sample_size,population,election_date,party,answer,candidate_name,pct
88402,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,North Carolina,2024-09-20,9/24/24,991,rv,11/5/24,REP,Trump,Donald Trump,48
88403,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,lv,11/5/24,REP,Trump,Donald Trump,48
88403,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,rv,11/5/24,REP,Trump,Donald Trump,46
88403,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,775,lv,11/5/24,REP,Trump,Donald Trump,49
88403,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-09-20,9/24/24,1021,rv,11/5/24,REP,Trump,Donald Trump,48
88363,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1416,rv,11/5/24,REP,Trump,Donald Trump,50
88363,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Arizona,2024-09-19,9/24/24,1264,lv,11/5/24,REP,Trump,Donald Trump,50
88366,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1507,rv,11/5/24,REP,Trump,Donald Trump,48
88366,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,North Carolina,2024-09-19,9/24/24,1348,lv,11/5/24,REP,Trump,Donald Trump,49
88368,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1420,rv,11/5/24,REP,Trump,Donald Trump,48
88368,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Georgia,2024-09-19,9/24/24,1220,lv,11/5/24,REP,Trump,Donald Trump,50
88390,Suffolk,2.9,-1,Live Phone,Arizona,2024-09-19,9/24/24,500,lv,11/5/24,REP,Trump,Donald Trump,48.4
88338,SurveyUSA,2.8,-1.3,IVR/Online Panel/Text-to-Web,Nebraska,2024-09-20,9/23/24,558,lv,11/5/24,REP,Trump,Donald Trump,56
88358,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-20,9/22/24,871,rv,11/5/24,REP,Trump,Donald Trump,40.48
88358,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-20,9/22/24,785,lv,11/5/24,REP,Trump,Donald Trump,44
88358,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-20,9/22/24,1029,a,11/5/24,REP,Trump,Donald Trump,38
88325,CNN/SSRS,2.8,-0.6,Probability Panel,NA,2024-09-19,9/22/24,2074,lv,11/5/24,REP,Trump,Donald Trump,47
88325,CNN/SSRS,2.8,-0.6,Probability Panel,NA,2024-09-19,9/22/24,2074,rv,11/5/24,REP,Trump,Donald Trump,47
88328,Quinnipiac,2.8,-0.5,Live Phone,NA,2024-09-19,9/22/24,1728,lv,11/5/24,REP,Trump,Donald Trump,48
88328,Quinnipiac,2.8,-0.5,Live Phone,NA,2024-09-19,9/22/24,1728,lv,11/5/24,REP,Trump,Donald Trump,48
88276,Siena/NYT,3,-1.5,Live Phone,Arizona,2024-09-17,9/21/24,713,rv,11/5/24,REP,Trump,Donald Trump,49
88276,Siena/NYT,3,-1.5,Live Phone,Arizona,2024-09-17,9/21/24,713,lv,11/5/24,REP,Trump,Donald Trump,50
88276,Siena/NYT,3,-1.5,Live Phone,Arizona,2024-09-17,9/21/24,713,rv,11/5/24,REP,Trump,Donald Trump,47
88276,Siena/NYT,3,-1.5,Live Phone,Arizona,2024-09-17,9/21/24,713,lv,11/5/24,REP,Trump,Donald Trump,48
88277,Siena/NYT,3,-1.5,Live Phone,Georgia,2024-09-17,9/21/24,682,rv,11/5/24,REP,Trump,Donald Trump,48
88277,Siena/NYT,3,-1.5,Live Phone,Georgia,2024-09-17,9/21/24,682,lv,11/5/24,REP,Trump,Donald Trump,49
88277,Siena/NYT,3,-1.5,Live Phone,Georgia,2024-09-17,9/21/24,682,rv,11/5/24,REP,Trump,Donald Trump,46
88277,Siena/NYT,3,-1.5,Live Phone,Georgia,2024-09-17,9/21/24,682,lv,11/5/24,REP,Trump,Donald Trump,47
88278,Siena/NYT,3,-1.5,Live Phone,North Carolina,2024-09-17,9/21/24,682,rv,11/5/24,REP,Trump,Donald Trump,48
88278,Siena/NYT,3,-1.5,Live Phone,North Carolina,2024-09-17,9/21/24,682,lv,11/5/24,REP,Trump,Donald Trump,49
88278,Siena/NYT,3,-1.5,Live Phone,North Carolina,2024-09-17,9/21/24,682,rv,11/5/24,REP,Trump,Donald Trump,46
88278,Siena/NYT,3,-1.5,Live Phone,North Carolina,2024-09-17,9/21/24,682,lv,11/5/24,REP,Trump,Donald Trump,47
88274,YouGov,3,-1.1,Online Panel,NA,2024-09-18,9/20/24,3129,lv,11/5/24,REP,Trump,Donald Trump,48
88339,Muhlenberg,2.8,-1,Live Phone,Pennsylvania,2024-09-16,9/19/24,450,lv,11/5/24,REP,Trump,Donald Trump,48
88371,University of Massachusetts Lowell/YouGov,2.9,-1,Online Panel,Michigan,2024-09-11,9/19/24,650,lv,11/5/24,REP,Trump,Donald Trump,43
88372,University of Massachusetts Lowell/YouGov,2.9,-1,Online Panel,Pennsylvania,2024-09-11,9/19/24,800,lv,11/5/24,REP,Trump,Donald Trump,46
88301,Suffolk,2.9,-1,Live Phone,Michigan,2024-09-16,9/18/24,500,lv,11/5/24,REP,Trump,Donald Trump,45.4
88235,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Arizona,2024-09-15,9/18/24,868,lv,11/5/24,REP,Trump,Donald Trump,49.8
88236,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Georgia,2024-09-15,9/18/24,975,lv,11/5/24,REP,Trump,Donald Trump,50.3
88237,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Michigan,2024-09-15,9/18/24,875,lv,11/5/24,REP,Trump,Donald Trump,49.1
88238,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Nevada,2024-09-15,9/18/24,895,lv,11/5/24,REP,Trump,Donald Trump,49
88239,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-09-15,9/18/24,880,lv,11/5/24,REP,Trump,Donald Trump,49.3
88240,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,North Carolina,2024-09-15,9/18/24,1000,lv,11/5/24,REP,Trump,Donald Trump,49.3
88241,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Wisconsin,2024-09-15,9/18/24,1000,lv,11/5/24,REP,Trump,Donald Trump,50.3
88267,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,46
88267,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,47
88275,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Massachusetts,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,32
88275,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Massachusetts,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,35
88280,SurveyUSA,2.8,-1.3,Online Panel,New Mexico,2024-09-12,9/18/24,619,lv,11/5/24,REP,Trump,Donald Trump,42
88286,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Wisconsin,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,45
88286,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Wisconsin,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,46
88298,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Connecticut,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,37
88311,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Rhode Island,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,40
88311,MassINC Polling Group,2.8,-0.8,Live Phone/Text-to-Web,Rhode Island,2024-09-12,9/18/24,800,lv,11/5/24,REP,Trump,Donald Trump,43
88208,YouGov,3,-1.1,Online Panel,NA,2024-09-15,9/17/24,1445,rv,11/5/24,REP,Trump,Donald Trump,45
88232,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Pennsylvania,2024-09-12,9/17/24,1663,rv,11/5/24,REP,Trump,Donald Trump,48
88232,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Pennsylvania,2024-09-12,9/17/24,1476,lv,11/5/24,REP,Trump,Donald Trump,49
88233,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Wisconsin,2024-09-12,9/17/24,1312,rv,11/5/24,REP,Trump,Donald Trump,47
88233,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Wisconsin,2024-09-12,9/17/24,1194,lv,11/5/24,REP,Trump,Donald Trump,49
88234,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Michigan,2024-09-12,9/17/24,1282,rv,11/5/24,REP,Trump,Donald Trump,47
88234,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,Michigan,2024-09-12,9/17/24,1138,lv,11/5/24,REP,Trump,Donald Trump,47
88223,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-09-13,9/16/24,1102,rv,11/5/24,REP,Trump,Donald Trump,48
88223,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,NA,2024-09-13,9/16/24,876,lv,11/5/24,REP,Trump,Donald Trump,48
88211,Quinnipiac,2.8,-0.5,Live Phone,Pennsylvania,2024-09-12,9/16/24,1331,lv,11/5/24,REP,Trump,Donald Trump,45
88211,Quinnipiac,2.8,-0.5,Live Phone,Pennsylvania,2024-09-12,9/16/24,1331,lv,11/5/24,REP,Trump,Donald Trump,46
88212,Quinnipiac,2.8,-0.5,Live Phone,Michigan,2024-09-12,9/16/24,905,lv,11/5/24,REP,Trump,Donald Trump,45
88212,Quinnipiac,2.8,-0.5,Live Phone,Michigan,2024-09-12,9/16/24,905,lv,11/5/24,REP,Trump,Donald Trump,46
88213,Quinnipiac,2.8,-0.5,Live Phone,Wisconsin,2024-09-12,9/16/24,1075,lv,11/5/24,REP,Trump,Donald Trump,47
88213,Quinnipiac,2.8,-0.5,Live Phone,Wisconsin,2024-09-12,9/16/24,1075,lv,11/5/24,REP,Trump,Donald Trump,48
88231,The Washington Post,3,-1.2,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/16/24,1003,lv,11/5/24,REP,Trump,Donald Trump,47
88231,The Washington Post,3,-1.2,Live Phone/Text-to-Web,Pennsylvania,2024-09-12,9/16/24,1003,lv,11/5/24,REP,Trump,Donald Trump,48
88228,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-11,9/16/24,2437,lv,11/5/24,REP,Trump,Donald Trump,47
88228,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-11,9/16/24,2437,rv,11/5/24,REP,Trump,Donald Trump,47
88228,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-11,9/16/24,2437,rv,11/5/24,REP,Trump,Donald Trump,46
88228,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-11,9/16/24,2437,lv,11/5/24,REP,Trump,Donald Trump,46
88242,Siena/NYT,3,-1.5,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,rv,11/5/24,REP,Trump,Donald Trump,46
88242,Siena/NYT,3,-1.5,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,lv,11/5/24,REP,Trump,Donald Trump,46
88242,Siena/NYT,3,-1.5,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,rv,11/5/24,REP,Trump,Donald Trump,45
88242,Siena/NYT,3,-1.5,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,lv,11/5/24,REP,Trump,Donald Trump,45
88184,Suffolk,2.9,-1,Live Phone,Pennsylvania,2024-09-11,9/14/24,500,lv,11/5/24,REP,Trump,Donald Trump,45.6
88187,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Maryland,2024-09-12,9/13/24,890,lv,11/5/24,REP,Trump,Donald Trump,33.3
88188,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Missouri,2024-09-12,9/13/24,850,lv,11/5/24,REP,Trump,Donald Trump,55.2
88189,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Indiana,2024-09-12,9/13/24,1000,lv,11/5/24,REP,Trump,Donald Trump,57.9
88170,YouGov,3,-1.1,Online Panel,NA,2024-09-11,9/13/24,1177,rv,11/5/24,REP,Trump,Donald Trump,45
88170,YouGov,3,-1.1,Online Panel,NA,2024-09-11,9/13/24,1090,lv,11/5/24,REP,Trump,Donald Trump,46
88170,YouGov,3,-1.1,Online Panel,NA,2024-09-11,9/13/24,1175,rv,11/5/24,REP,Trump,Donald Trump,44
88170,YouGov,3,-1.1,Online Panel,NA,2024-09-11,9/13/24,1090,lv,11/5/24,REP,Trump,Donald Trump,45
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,3276,a,11/5/24,REP,Trump,Donald Trump,46
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,2772,rv,11/5/24,REP,Trump,Donald Trump,47
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,2196,lv,11/5/24,REP,Trump,Donald Trump,46
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,3276,a,11/5/24,REP,Trump,Donald Trump,45
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,2772,rv,11/5/24,REP,Trump,Donald Trump,46
88177,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/13/24,2196,lv,11/5/24,REP,Trump,Donald Trump,46
88144,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/12/24,1405,rv,11/5/24,REP,Trump,Donald Trump,42
88144,Ipsos,2.8,-0.9,Probability Panel,NA,2024-09-11,9/12/24,1690,a,11/5/24,REP,Trump,Donald Trump,39
88179,Selzer,2.8,-1.2,Live Phone,Iowa,2024-09-08,9/11/24,656,lv,11/5/24,REP,Trump,Donald Trump,47
88130,YouGov,3,-1.1,Online Panel,NA,2024-09-08,9/10/24,1464,rv,11/5/24,REP,Trump,Donald Trump,45
88203,Data Orbital,2.9,-0.9,Live Phone/Text-to-Web,Arizona,2024-09-07,9/9/24,550,lv,11/5/24,REP,Trump,Donald Trump,46.2
88095,Quinnipiac,2.8,-0.5,Live Phone,North Carolina,2024-09-04,9/8/24,940,lv,11/5/24,REP,Trump,Donald Trump,46
88095,Quinnipiac,2.8,-0.5,Live Phone,North Carolina,2024-09-04,9/8/24,940,lv,11/5/24,REP,Trump,Donald Trump,47
88101,Quinnipiac,2.8,-0.5,Live Phone,Georgia,2024-09-04,9/8/24,969,lv,11/5/24,REP,Trump,Donald Trump,49
88101,Quinnipiac,2.8,-0.5,Live Phone,Georgia,2024-09-04,9/8/24,969,lv,11/5/24,REP,Trump,Donald Trump,49
88083,SurveyUSA,2.8,-1.3,Online Panel,North Carolina,2024-09-04,9/7/24,676,lv,11/5/24,REP,Trump,Donald Trump,46
88070,YouGov,3,-1.1,Online Panel,Michigan,2024-09-03,9/6/24,1077,lv,11/5/24,REP,Trump,Donald Trump,49
88071,YouGov,3,-1.1,Online Panel,Pennsylvania,2024-09-03,9/6/24,1078,lv,11/5/24,REP,Trump,Donald Trump,50
88072,YouGov,3,-1.1,Online Panel,Wisconsin,2024-09-03,9/6/24,946,lv,11/5/24,REP,Trump,Donald Trump,49
88073,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-03,9/6/24,1695,lv,11/5/24,REP,Trump,Donald Trump,48
88073,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-03,9/6/24,1695,lv,11/5/24,REP,Trump,Donald Trump,47
88073,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-03,9/6/24,1695,rv,11/5/24,REP,Trump,Donald Trump,48
88073,Siena/NYT,3,-1.5,Live Phone,NA,2024-09-03,9/6/24,1695,rv,11/5/24,REP,Trump,Donald Trump,46
88063,Emerson,2.9,-1.1,Online Panel/Text-to-Web,California,2024-09-03,9/5/24,815,lv,11/5/24,REP,Trump,Donald Trump,38
88064,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Florida,2024-09-03,9/5/24,815,lv,11/5/24,REP,Trump,Donald Trump,51.1
88065,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Texas,2024-09-03,9/5/24,845,lv,11/5/24,REP,Trump,Donald Trump,50.9
88066,Emerson,2.9,-1.1,Online Panel/Text-to-Web,Ohio,2024-09-03,9/5/24,945,lv,11/5/24,REP,Trump,Donald Trump,54.3
88103,Marist,2.9,-0.9,Live Phone/Online Panel/Text,NA,2024-09-03,9/5/24,1413,rv,11/5/24,REP,Trump,Donald Trump,48
88135,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,rv,11/5/24,REP,Trump,Donald Trump,48
88135,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,lv,11/5/24,REP,Trump,Donald Trump,48
88135,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,rv,11/5/24,REP,Trump,Donald Trump,43
88135,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,lv,11/5/24,REP,Trump,Donald Trump,43
88035,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,NA,2024-09-03,9/4/24,1000,lv,11/5/24,REP,Trump,Donald Trump,47.6
88021,YouGov,3,-1.1,Online Panel,NA,2024-09-01,9/3/24,1389,rv,11/5/24,REP,Trump,Donald Trump,45
88067,YouGov,3,-1.1,Online Panel,Texas,2024-08-23,8/31/24,1200,rv,11/5/24,REP,Trump,Donald Trump,49
88067,YouGov,3,-1.1,Online Panel,Texas,2024-08-23,8/31/24,1200,rv,11/5/24,REP,Trump,Donald Trump,49
87988,SurveyUSA,2.8,-1.3,Online Panel,Minnesota,2024-08-27,8/29/24,635,lv,11/5/24,REP,Trump,Donald Trump,43
88015,CNN/SSRS,2.8,-0.6,Probability Panel,Arizona,2024-08-23,8/29/24,682,lv,11/5/24,REP,Trump,Donald Trump,49
88016,CNN/SSRS,2.8,-0.6,Probability Panel,Georgia,2024-08-23,8/29/24,617,lv,11/5/24,REP,Trump,Donald Trump,47
88017,CNN/SSRS,2.8,-0.6,Probability Panel,Michigan,2024-08-23,8/29/24,708,lv,11/5/24,REP,Trump,Donald Trump,43
88018,CNN/SSRS,2.8,-0.6,Probability Panel,Nevada,2024-08-23,8/29/24,626,lv,11/5/24,REP,Trump,Donald Trump,47
88019,CNN/SSRS,2.8,-0.6,Probability Panel,Pennsylvania,2024-08-23,8/29/24,789,lv,11/5/24,REP,Trump,Donald Trump,47
88020,CNN/SSRS,2.8,-0.6,Probability Panel,Wisconsin,2024-08-23,8/29/24,976,lv,11/5/24,REP,Trump,Donald Trump,44
87935,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Arizona,2024-08-25,8/28/24,720,lv,11/5/24,REP,Trump,Donald Trump,51.2
87936,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Michigan,2024-08-25,8/28/24,800,lv,11/5/24,REP,Trump,Donald Trump,47.6
87937,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Nevada,2024-08-25,8/28/24,1168,lv,11/5/24,REP,Trump,Donald Trump,48.8
87938,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-25,8/28/24,950,lv,11/5/24,REP,Trump,Donald Trump,49.4
87939,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Wisconsin,2024-08-25,8/28/24,850,lv,11/5/24,REP,Trump,Donald Trump,49.8
87943,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,North Carolina,2024-08-25,8/28/24,775,lv,11/5/24,REP,Trump,Donald Trump,49.9
87944,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Georgia,2024-08-25,8/28/24,800,lv,11/5/24,REP,Trump,Donald Trump,49
87945,Suffolk,2.9,-1,Live Phone,NA,2024-08-25,8/28/24,1000,lv,11/5/24,REP,Trump,Donald Trump,43.3
87946,Ipsos,2.8,-0.9,Probability Panel,NA,2024-08-21,8/28/24,3562,rv,11/5/24,REP,Trump,Donald Trump,40
87946,Ipsos,2.8,-0.9,Probability Panel,NA,2024-08-21,8/28/24,4253,a,11/5/24,REP,Trump,Donald Trump,38
87946,Ipsos,2.8,-0.9,Probability Panel,NA,2024-08-21,8/28/24,3562,rv,11/5/24,REP,Trump,Donald Trump,41
87946,Ipsos,2.8,-0.9,Probability Panel,NA,2024-08-21,8/28/24,4253,a,11/5/24,REP,Trump,Donald Trump,36
87920,YouGov,3,-1.1,Online Panel,NA,2024-08-25,8/27/24,1368,rv,11/5/24,REP,Trump,Donald Trump,45
87949,Quinnipiac,2.8,-0.5,Live Phone,NA,2024-08-23,8/27/24,1611,lv,11/5/24,REP,Trump,Donald Trump,47
